Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize
Jul,3,Monday,Mazda,Urban,Monday,Jul,3,Female,Single,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11835,1,400,2,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,43482.13489
Feb,1,Friday,Toyota,Urban,Tuesday,Feb,2,Male,Single,33,Third Party,Sedan - All Perils,Sedan,less than 20000,0,11836,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,6619.550206
Jan,3,Monday,Toyota,Urban,Thursday,Jan,4,Male,Single,31,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11837,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,8749.420735
Jan,3,Friday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11838,9,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,83698.69913
Mar,2,Monday,Toyota,Urban,Tuesday,Mar,3,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11841,3,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,3646.404943
Jan,5,Friday,Mercury,Urban,Thursday,Feb,1,Male,Married,30,Policy Holder,Utility - All Perils,Utility,30000 to 39000,0,11842,8,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,55309.92074
Jan,5,Sunday,Toyota,Urban,Friday,Feb,1,Male,Single,30,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11843,16,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,93994.56409
Jun,2,Sunday,Pontiac,Rural,Tuesday,Jun,3,Female,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11844,7,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,5377.557038
Jan,3,Wednesday,Toyota,Urban,Friday,Jan,3,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11845,6,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,Collision,52000.15754
Jan,3,Thursday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11846,2,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,8531.179538
Mar,5,Tuesday,Chevrolet,Rural,Wednesday,Mar,5,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11847,16,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,1488.416121
Jul,4,Monday,Accura,Urban,Tuesday,Aug,1,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11850,1,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,3 to 4,1996,All Perils,10421.19017
Nov,2,Sunday,Pontiac,Urban,Tuesday,Nov,3,Female,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11851,1,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,6993.094917
Oct,5,Saturday,Pontiac,Urban,Monday,Oct,5,Male,Married,46,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,11852,13,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,6544.577053
Mar,4,Wednesday,Pontiac,Urban,Thursday,Apr,2,Male,Married,35,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11853,4,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,89129.75519
Mar,3,Wednesday,Accura,Rural,Wednesday,Mar,4,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11854,2,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,52880.4424
May,1,Sunday,Pontiac,Rural,Monday,May,2,Male,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11855,5,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,3676.920426
Apr,5,Thursday,Toyota,Urban,Thursday,May,1,Female,Single,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11856,1,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,4155.870655
Apr,3,Friday,Chevrolet,Urban,Friday,Apr,3,Male,Married,33,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,11858,6,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,12603.93445
Jun,3,Friday,Mazda,Urban,Friday,Sep,1,Male,Married,51,Policy Holder,Utility - All Perils,Utility,more than 69000,0,11859,2,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,53613.85824
Jun,2,Monday,Honda,Urban,Tuesday,Jun,4,Male,Married,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11860,11,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,17960.88932
Oct,3,Wednesday,Toyota,Urban,Wednesday,Oct,3,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11862,12,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,8064.128234
Sep,2,Monday,Mazda,Urban,Monday,Sep,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11864,8,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,50374.28267
Oct,5,Monday,Pontiac,Urban,Monday,Nov,5,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11865,3,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,1790.608581
Mar,4,Friday,Toyota,Urban,Monday,Mar,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11866,5,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,Collision,4508.178369
Mar,4,Sunday,Toyota,Urban,Friday,Mar,5,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11868,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,2496.587036
May,3,Sunday,Chevrolet,Urban,Friday,May,3,Male,Single,28,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,11869,12,400,1,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,59446.60799
Jun,1,Monday,Honda,Urban,Friday,Jun,3,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,11871,13,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,Yes,No,External,3 to 5,no change,1 vehicle,1996,Collision,71329.94979
Aug,4,Thursday,Pontiac,Urban,Monday,Aug,5,Male,Married,46,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11873,16,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,3616.923787
Jan,4,Monday,Pontiac,Urban,Monday,Jan,4,Male,Married,55,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11875,14,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,54863.31039
May,3,Monday,Pontiac,Rural,Wednesday,May,3,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11876,10,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,9511.871762
May,2,Friday,Toyota,Urban,Tuesday,Jun,2,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,11877,1,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,6036.379691
May,1,Thursday,Honda,Rural,Monday,May,2,Male,Single,,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,11878,11,400,2,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Collision,50451.70422
Jun,4,Sunday,Honda,Urban,Monday,Jun,4,Male,Single,,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11879,13,400,4,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,91760.09298
Jun,1,Friday,Honda,Urban,Wednesday,Jun,2,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11880,4,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,6880.070794
Nov,2,Tuesday,Honda,Urban,Tuesday,Nov,3,Female,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11881,13,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,5205.337792
Apr,4,Monday,Toyota,Urban,Monday,Apr,4,Female,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11882,3,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,6187.216533
May,2,Thursday,Honda,Urban,Thursday,May,2,Male,Single,28,Policy Holder,Sport - Collision,Sport,more than 69000,0,11885,6,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,71756.94132
Jun,4,Saturday,Toyota,Urban,Tuesday,Jun,4,Male,Married,42,Third Party,Sedan - All Perils,Sedan,less than 20000,0,11886,12,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,3598.60308
Jun,3,Friday,Mazda,Urban,Friday,Jun,3,Male,Married,33,Third Party,Sport - Collision,Sport,more than 69000,0,11887,5,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,84577.13472
Aug,3,Friday,Chevrolet,Urban,Tuesday,Sep,1,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11888,1,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,39924.57637
Nov,4,Sunday,Pontiac,Urban,Friday,Dec,1,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11890,7,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,62863.49076
Apr,4,Wednesday,Toyota,Urban,Monday,May,2,Male,Married,47,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,11892,13,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,6978.955294
Mar,3,Monday,Honda,Urban,Wednesday,Mar,3,Male,Married,63,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11893,7,400,4,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,10918.68786
Jun,4,Thursday,Toyota,Urban,Thursday,Jun,4,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11895,3,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,10199.75479
Sep,1,Tuesday,Chevrolet,Urban,Tuesday,Sep,1,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11896,5,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,82211.85926
Nov,3,Thursday,Chevrolet,Urban,Wednesday,Dec,4,Female,Married,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11898,11,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,7707.866538
Apr,5,Saturday,Honda,Urban,Monday,Sep,3,Female,Single,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11900,12,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,2485.281349
Sep,3,Tuesday,Pontiac,Urban,Friday,Oct,4,Male,Married,38,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11903,11,400,4,more than 30,more than 30,1,more than 7,36 to 40,Yes,No,External,3 to 5,no change,1 vehicle,1996,All Perils,9395.036674
Mar,3,Wednesday,Pontiac,Urban,Monday,Mar,4,Male,Married,39,Policy Holder,Utility - Liability,Utility,40000 to 59000,0,11908,16,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1996,Liability,79469.22003
Feb,3,Monday,Chevrolet,Urban,Monday,Feb,3,Female,Single,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11911,5,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,1444.49652
Feb,3,Monday,Pontiac,Urban,Friday,Feb,4,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11912,1,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,Internal,3 to 5,no change,1 vehicle,1996,Liability,60942.27125
Aug,2,Friday,Toyota,Urban,Tuesday,Sep,1,Male,Single,33,Third Party,Sedan - Liability,Sport,20000 to 29000,0,11913,10,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,2309.912884
Sep,5,Saturday,Pontiac,Urban,Tuesday,Oct,1,Female,Married,54,Third Party,Sedan - All Perils,Sedan,less than 20000,0,11914,1,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,9052.332936
Feb,1,Friday,Pontiac,Urban,Monday,Feb,1,Male,Married,45,Policy Holder,Utility - All Perils,Utility,more than 69000,0,11916,4,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,66034.99218
Feb,1,Saturday,Toyota,Urban,Tuesday,Feb,4,Female,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11917,6,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,2678.807647
Nov,3,Tuesday,Toyota,Urban,Thursday,Feb,2,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11918,13,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,3008.076788
Jul,2,Wednesday,Pontiac,Urban,Friday,Jul,3,Male,Married,46,Third Party,Sedan - All Perils,Sedan,less than 20000,0,11920,15,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,2561.22809
Aug,1,Sunday,Honda,Rural,Friday,Feb,2,Male,Single,,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11921,14,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,53184.46734
Jan,1,Monday,Toyota,Urban,Tuesday,Jan,1,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11923,16,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision,3387.812969
Jan,1,Tuesday,Toyota,Urban,Tuesday,Jan,1,Male,Married,57,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11924,5,400,3,more than 30,more than 30,none,6 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,4126.084027
Jan,3,Tuesday,Pontiac,Urban,Monday,Jan,4,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11925,15,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,33121.62941
Jan,3,Tuesday,Toyota,Urban,Wednesday,Jan,4,Male,Married,31,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,11926,16,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,93522.02265
May,2,Monday,Pontiac,Urban,Tuesday,May,2,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11927,12,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,2569.782183
Apr,3,Monday,VW,Rural,Tuesday,Apr,3,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,11929,16,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,Collision,55918.12839
Jan,2,Monday,Honda,Urban,Thursday,Jan,2,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11930,12,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,8876.636152
Jan,2,Sunday,Honda,Urban,Monday,Jan,2,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11931,8,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,11974.15873
Jan,2,Monday,Pontiac,Urban,Monday,Jan,2,Male,Married,60,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11932,4,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,1 to 2,no change,3 to 4,1996,All Perils,11719.65623
Dec,1,Tuesday,Toyota,Urban,Thursday,Dec,3,Male,Single,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11933,15,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,4843.96539
Aug,4,Thursday,Honda,Urban,Thursday,Aug,5,Female,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11934,4,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,5534.021838
Sep,1,Friday,Pontiac,Urban,Friday,Oct,2,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11935,9,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,1996,Collision,5393.68568
Oct,4,Monday,Ford,Urban,Tuesday,Oct,4,Female,Married,62,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11936,13,700,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,38274.45109
Oct,3,Friday,Dodge,Urban,Thursday,Oct,4,Male,Married,34,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,11937,8,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,58488.92439
May,4,Thursday,Pontiac,Rural,Monday,May,5,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11939,9,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,6751.517211
Dec,5,Saturday,Honda,Urban,Thursday,Jan,4,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11941,5,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,5112.055411
Dec,5,Friday,Mazda,Urban,Friday,Jan,2,Male,Single,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11943,12,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,65937.52102
Dec,3,Thursday,Pontiac,Urban,Monday,Jan,1,Female,Single,22,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11944,3,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,4129.969374
May,1,Wednesday,Toyota,Urban,Thursday,May,2,Male,Married,48,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,11945,9,400,1,more than 30,more than 30,1,5 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,77167.22325
Dec,1,Thursday,Honda,Rural,Friday,Dec,1,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11946,6,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,5875.551673
Jul,4,Thursday,Honda,Urban,Friday,Jul,4,Male,Married,47,Third Party,Sedan - Liability,Sport,20000 to 29000,0,11948,7,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,4723.730436
Mar,2,Friday,Chevrolet,Urban,Friday,Mar,2,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11949,3,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,more than 5,no change,1 vehicle,1996,All Perils,50099.55706
Mar,2,Thursday,Chevrolet,Urban,Monday,Mar,3,Male,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11950,12,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,Collision,970.1155918
Feb,2,Friday,Honda,Urban,Tuesday,Feb,3,Male,Single,,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,11951,6,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils,65677.76153
Feb,2,Friday,Mazda,Urban,Monday,Feb,3,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11952,2,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,19837.80131
Jan,4,Saturday,Pontiac,Urban,Monday,Jan,4,Female,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11953,15,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,4673.814665
Jan,4,Friday,Toyota,Urban,Monday,Jan,4,Male,Married,47,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11955,16,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,10818.81793
Feb,2,Saturday,Pontiac,Urban,Friday,Feb,3,Male,Married,58,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11957,9,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,2148.081539
Feb,4,Thursday,Honda,Rural,Friday,Mar,1,Male,Single,,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11959,2,400,2,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,63150.59784
Mar,1,Friday,Mazda,Urban,Tuesday,Mar,2,Male,Single,22,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11960,6,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,All Perils,1697.765871
Mar,3,Tuesday,Toyota,Urban,Wednesday,Mar,3,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11961,4,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,2984.396383
May,1,Wednesday,Honda,Urban,Tuesday,Jun,1,Male,Married,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11962,3,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,11442.42825
Jun,3,Thursday,Toyota,Urban,Wednesday,Jun,4,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11963,5,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,6207.716818
May,5,Tuesday,Honda,Urban,Wednesday,May,5,Male,Married,41,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11964,13,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,7563.062414
May,2,Monday,Pontiac,Urban,Thursday,May,2,Male,Married,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11965,13,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,98226.78665
May,1,Thursday,Mazda,Urban,Friday,May,2,Male,Married,53,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11966,12,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,External,none,no change,1 vehicle,1996,Collision,5504.073765
May,1,Wednesday,Chevrolet,Rural,Tuesday,May,4,Female,Married,53,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11967,11,400,2,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,6466.96176
Dec,4,Tuesday,Pontiac,Urban,Monday,Jan,1,Male,Married,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11969,16,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,23291.59047
Sep,3,Wednesday,Pontiac,Urban,Wednesday,Sep,4,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11970,7,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,1407.207217
Sep,1,Friday,Pontiac,Urban,Wednesday,Sep,2,Male,Married,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11971,10,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,All Perils,1242.965757
Aug,4,Monday,Pontiac,Urban,Tuesday,Sep,1,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11972,10,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,1347.343732
May,1,Thursday,Toyota,Urban,Friday,May,1,Male,Married,33,Third Party,Sedan - All Perils,Sedan,more than 69000,0,11974,6,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,69388.7288
May,4,Friday,Pontiac,Urban,Monday,Jun,1,Male,Married,53,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11979,11,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,69101.98195
